batchId,startFecha,startHora,startFechaHoraISO,endFecha,endHora,endFechaHoraISO,pn,piezasTotales,startAccum,endAccum,stations_json
D09302025S3C1,9/30/2025,22:30:00,2025-09-30T22:30:00,10/1/2025,07:00:00,2025-10-01T07:00:00,"WG REA FORD CA029",1199,1,1200,"[{""station"":""620"",""ok"":1226,""nok"":0},{""station"":""730"",""ok"":1227,""nok"":6},{""station"":""731"",""ok"":1225,""nok"":2},{""station"":""750"",""ok"":1225,""nok"":0},{""station"":""810"",""ok"":1223,""nok"":2},{""station"":""915"",""ok"":1222,""nok"":0},{""station"":""940"",""ok"":1214,""nok"":9},{""station"":""960"",""ok"":1200,""nok"":2},{""station"":""CHW"",""ok"":1227,""nok"":9},{""station"":""CCC"",""ok"":1226,""nok"":2},{""station"":""MAT"",""ok"":1225,""nok"":0},{""station"":""EOL"",""ok"":1199,""nok"":1}]"
D10012025S1C1,10/1/2025,07:00:00,2025-10-01T07:00:00,10/1/2025,15:00:00,2025-10-01T15:00:00,"WG REA FORD CA029",936,0,936,"[{""station"":""620"",""ok"":936,""nok"":0},{""station"":""730"",""ok"":931,""nok"":0},{""station"":""731"",""ok"":932,""nok"":0},{""station"":""750"",""ok"":933,""nok"":0},{""station"":""810"",""ok"":941,""nok"":2},{""station"":""915"",""ok"":945,""nok"":0},{""station"":""940"",""ok"":939,""nok"":8},{""station"":""960"",""ok"":936,""nok"":1},{""station"":""CHW"",""ok"":937,""nok"":5},{""station"":""CCC"",""ok"":936,""nok"":0},{""station"":""MAT"",""ok"":934,""nok"":0},{""station"":""EOL"",""ok"":936,""nok"":0}]"
D10012025S2C1,10/1/2025,15:00:00,2025-10-01T15:00:00,10/1/2025,22:30:00,2025-10-01T22:30:00,"WG REA FORD CA029",392,936,392,"[{""station"":""620"",""ok"":413,""nok"":0},{""station"":""730"",""ok"":429,""nok"":1},{""station"":""731"",""ok"":426,""nok"":2},{""station"":""750"",""ok"":417,""nok"":0},{""station"":""810"",""ok"":414,""nok"":0},{""station"":""915"",""ok"":405,""nok"":2},{""station"":""940"",""ok"":399,""nok"":0},{""station"":""960"",""ok"":397,""nok"":0},{""station"":""CHW"",""ok"":420,""nok"":7},{""station"":""CCC"",""ok"":412,""nok"":8},{""station"":""MAT"",""ok"":419,""nok"":0},{""station"":""EOL"",""ok"":392,""nok"":5}]"
D10012025S3C1,10/1/2025,22:30:00,2025-10-01T22:30:00,10/2/2025,07:00:00,2025-10-02T07:00:00,"WG REA FORD CA029",1130,2,1132,"[{""station"":""620"",""ok"":1153,""nok"":4},{""station"":""730"",""ok"":1161,""nok"":0},{""station"":""731"",""ok"":1162,""nok"":0},{""station"":""750"",""ok"":1156,""nok"":0},{""station"":""810"",""ok"":1156,""nok"":0},{""station"":""915"",""ok"":1152,""nok"":1},{""station"":""940"",""ok"":1150,""nok"":0},{""station"":""960"",""ok"":1147,""nok"":0},{""station"":""CHW"",""ok"":1157,""nok"":1},{""station"":""CCC"",""ok"":1155,""nok"":2},{""station"":""MAT"",""ok"":1156,""nok"":6},{""station"":""EOL"",""ok"":1130,""nok"":17}]"
D10022025S1C1,10/2/2025,07:00:00,2025-10-02T07:00:00,10/2/2025,15:00:00,2025-10-02T15:00:00,"WG REA FORD CA029",745,1135,736,"[{""station"":""620"",""ok"":761,""nok"":0},{""station"":""730"",""ok"":767,""nok"":0},{""station"":""731"",""ok"":766,""nok"":0},{""station"":""750"",""ok"":757,""nok"":0},{""station"":""810"",""ok"":748,""nok"":2},{""station"":""915"",""ok"":764,""nok"":0},{""station"":""940"",""ok"":759,""nok"":3},{""station"":""960"",""ok"":755,""nok"":2},{""station"":""CHW"",""ok"":762,""nok"":6},{""station"":""CCC"",""ok"":762,""nok"":1},{""station"":""MAT"",""ok"":763,""nok"":3},{""station"":""EOL"",""ok"":745,""nok"":8}]"
D10022025S2C1,10/2/2025,15:00:00,2025-10-02T15:00:00,10/2/2025,6:08:53 PM,2025-10-02T6:08:53 PM,"WG REA FORD CA029",16,736,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":8,""nok"":1},{""station"":""915"",""ok"":2,""nok"":0},{""station"":""940"",""ok"":7,""nok"":0},{""station"":""960"",""ok"":10,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":16,""nok"":0}]"
D10022025S2C2,10/2/2025,6:09:53 PM,2025-10-02T6:09:53 PM,10/2/2025,22:30:00,2025-10-02T22:30:00,"WG REA FORD CA030",542,0,0,"[{""station"":""620"",""ok"":561,""nok"":0},{""station"":""730"",""ok"":576,""nok"":0},{""station"":""731"",""ok"":560,""nok"":16},{""station"":""750"",""ok"":565,""nok"":0},{""station"":""810"",""ok"":567,""nok"":0},{""station"":""915"",""ok"":559,""nok"":0},{""station"":""940"",""ok"":553,""nok"":1},{""station"":""960"",""ok"":550,""nok"":0},{""station"":""CHW"",""ok"":563,""nok"":9},{""station"":""CCC"",""ok"":563,""nok"":1},{""station"":""MAT"",""ok"":559,""nok"":0},{""station"":""EOL"",""ok"":542,""nok"":1}]"
D10022025S3C1,10/2/2025,22:30:00,2025-10-02T22:30:00,10/3/2025,07:00:00,2025-10-03T07:00:00,"WG REA FORD CA030",1268,3,1,"[{""station"":""620"",""ok"":1270,""nok"":0},{""station"":""730"",""ok"":1290,""nok"":0},{""station"":""731"",""ok"":1268,""nok"":22},{""station"":""750"",""ok"":1270,""nok"":0},{""station"":""810"",""ok"":1274,""nok"":0},{""station"":""915"",""ok"":1287,""nok"":0},{""station"":""940"",""ok"":1275,""nok"":12},{""station"":""960"",""ok"":1271,""nok"":1},{""station"":""CHW"",""ok"":1272,""nok"":9},{""station"":""CCC"",""ok"":1272,""nok"":0},{""station"":""MAT"",""ok"":1270,""nok"":0},{""station"":""EOL"",""ok"":1268,""nok"":3}]"
D10032025S1C1,10/3/2025,07:00:00,2025-10-03T07:00:00,10/3/2025,15:00:00,2025-10-03T15:00:00,"WG REA FORD CA030",947,1,948,"[{""station"":""620"",""ok"":968,""nok"":0},{""station"":""730"",""ok"":972,""nok"":0},{""station"":""731"",""ok"":970,""nok"":2},{""station"":""750"",""ok"":969,""nok"":0},{""station"":""810"",""ok"":965,""nok"":2},{""station"":""915"",""ok"":966,""nok"":0},{""station"":""940"",""ok"":961,""nok"":0},{""station"":""960"",""ok"":956,""nok"":0},{""station"":""CHW"",""ok"":972,""nok"":2},{""station"":""CCC"",""ok"":968,""nok"":4},{""station"":""MAT"",""ok"":969,""nok"":1},{""station"":""EOL"",""ok"":947,""nok"":7}]"
D10032025S2C1,10/3/2025,15:00:00,2025-10-03T15:00:00,10/3/2025,22:30:00,2025-10-03T22:30:00,"WG REA FORD CA030",1133,950,1125,"[{""station"":""620"",""ok"":1155,""nok"":0},{""station"":""730"",""ok"":1164,""nok"":0},{""station"":""731"",""ok"":1158,""nok"":6},{""station"":""750"",""ok"":1158,""nok"":0},{""station"":""810"",""ok"":1160,""nok"":1},{""station"":""915"",""ok"":1148,""nok"":1},{""station"":""940"",""ok"":1145,""nok"":1},{""station"":""960"",""ok"":1139,""nok"":0},{""station"":""CHW"",""ok"":1153,""nok"":4},{""station"":""CCC"",""ok"":1153,""nok"":0},{""station"":""MAT"",""ok"":1158,""nok"":0},{""station"":""EOL"",""ok"":1133,""nok"":6}]"
D10032025S3C1,10/3/2025,22:30:00,2025-10-03T22:30:00,10/4/2025,07:00:00,2025-10-04T07:00:00,"WG REA FORD CA030",1257,2,1259,"[{""station"":""620"",""ok"":1267,""nok"":1},{""station"":""730"",""ok"":1282,""nok"":1},{""station"":""731"",""ok"":1275,""nok"":6},{""station"":""750"",""ok"":1268,""nok"":5},{""station"":""810"",""ok"":1267,""nok"":1},{""station"":""915"",""ok"":1268,""nok"":1},{""station"":""940"",""ok"":1264,""nok"":3},{""station"":""960"",""ok"":1262,""nok"":0},{""station"":""CHW"",""ok"":1271,""nok"":2},{""station"":""CCC"",""ok"":1268,""nok"":2},{""station"":""MAT"",""ok"":1271,""nok"":2},{""station"":""EOL"",""ok"":1257,""nok"":5}]"
D10042025S1C1,10/4/2025,07:00:00,2025-10-04T07:00:00,10/4/2025,11:33:56 AM,2025-10-04T11:33:56 AM,"WG REA FORD CA030",593,2,0,"[{""station"":""620"",""ok"":589,""nok"":0},{""station"":""730"",""ok"":589,""nok"":2},{""station"":""731"",""ok"":588,""nok"":0},{""station"":""750"",""ok"":583,""nok"":0},{""station"":""810"",""ok"":575,""nok"":0},{""station"":""915"",""ok"":584,""nok"":0},{""station"":""940"",""ok"":589,""nok"":1},{""station"":""960"",""ok"":590,""nok"":0},{""station"":""CHW"",""ok"":594,""nok"":2},{""station"":""CCC"",""ok"":591,""nok"":3},{""station"":""MAT"",""ok"":589,""nok"":0},{""station"":""EOL"",""ok"":593,""nok"":3}]"
D10042025S1C2,10/4/2025,11:34:56 AM,2025-10-04T11:34:56 AM,10/4/2025,1:37:56 PM,2025-10-04T1:37:56 PM,"WG REA FORD CA030 REWORK EOL",154,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":154,""nok"":9}]"
D10042025S1C3,10/4/2025,1:38:56 PM,2025-10-04T1:38:56 PM,10/4/2025,15:00:00,2025-10-04T15:00:00,"WG REA FORD CA029",109,0,109,"[{""station"":""620"",""ok"":111,""nok"":0},{""station"":""730"",""ok"":114,""nok"":0},{""station"":""731"",""ok"":114,""nok"":0},{""station"":""750"",""ok"":120,""nok"":0},{""station"":""810"",""ok"":128,""nok"":0},{""station"":""915"",""ok"":127,""nok"":0},{""station"":""940"",""ok"":121,""nok"":0},{""station"":""960"",""ok"":117,""nok"":1},{""station"":""CHW"",""ok"":107,""nok"":1},{""station"":""CCC"",""ok"":108,""nok"":0},{""station"":""MAT"",""ok"":114,""nok"":0},{""station"":""EOL"",""ok"":109,""nok"":1}]"
D10042025S2C1,10/4/2025,15:00:00,2025-10-04T15:00:00,10/4/2025,22:30:00,2025-10-04T22:30:00,"WG REA FORD CA029",1146,2,0,"[{""station"":""620"",""ok"":1184,""nok"":0},{""station"":""730"",""ok"":1189,""nok"":1},{""station"":""731"",""ok"":1184,""nok"":6},{""station"":""750"",""ok"":1183,""nok"":0},{""station"":""810"",""ok"":1180,""nok"":0},{""station"":""915"",""ok"":1172,""nok"":0},{""station"":""940"",""ok"":1170,""nok"":1},{""station"":""960"",""ok"":1148,""nok"":15},{""station"":""CHW"",""ok"":1186,""nok"":6},{""station"":""CCC"",""ok"":1185,""nok"":0},{""station"":""MAT"",""ok"":1182,""nok"":1},{""station"":""EOL"",""ok"":1146,""nok"":1}]"
D10042025S3C1,10/4/2025,22:30:00,2025-10-04T22:30:00,10/5/2025,07:00:00,2025-10-05T07:00:00,"WG REA FORD CA029",0,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10052025S1C1,10/5/2025,07:00:00,2025-10-05T07:00:00,10/5/2025,15:00:00,2025-10-05T15:00:00,"WG REA FORD CA029",790,0,790,"[{""station"":""620"",""ok"":834,""nok"":0},{""station"":""730"",""ok"":835,""nok"":1},{""station"":""731"",""ok"":835,""nok"":0},{""station"":""750"",""ok"":835,""nok"":0},{""station"":""810"",""ok"":836,""nok"":0},{""station"":""915"",""ok"":841,""nok"":1},{""station"":""940"",""ok"":843,""nok"":0},{""station"":""960"",""ok"":792,""nok"":11},{""station"":""CHW"",""ok"":838,""nok"":5},{""station"":""CCC"",""ok"":834,""nok"":4},{""station"":""MAT"",""ok"":835,""nok"":0},{""station"":""EOL"",""ok"":790,""nok"":0}]"
D10052025S2C1,10/5/2025,15:00:00,2025-10-05T15:00:00,10/5/2025,22:30:00,2025-10-05T22:30:00,"WG REA FORD CA029",305,792,1095,"[{""station"":""620"",""ok"":320,""nok"":0},{""station"":""730"",""ok"":321,""nok"":0},{""station"":""731"",""ok"":320,""nok"":0},{""station"":""750"",""ok"":320,""nok"":0},{""station"":""810"",""ok"":319,""nok"":0},{""station"":""915"",""ok"":309,""nok"":0},{""station"":""940"",""ok"":307,""nok"":1},{""station"":""960"",""ok"":305,""nok"":1},{""station"":""CHW"",""ok"":320,""nok"":3},{""station"":""CCC"",""ok"":320,""nok"":0},{""station"":""MAT"",""ok"":321,""nok"":0},{""station"":""EOL"",""ok"":305,""nok"":0}]"
D10052025S3C1,10/5/2025,22:30:00,2025-10-05T22:30:00,10/6/2025,07:00:00,2025-10-06T07:00:00,"WG REA FORD CA029",3,1095,4,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":2,""nok"":0},{""station"":""915"",""ok"":1,""nok"":0},{""station"":""940"",""ok"":1,""nok"":0},{""station"":""960"",""ok"":3,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":3,""nok"":0}]"
D10062025S1C1,10/6/2025,07:00:00,2025-10-06T07:00:00,10/6/2025,15:00:00,2025-10-06T15:00:00,"WG REA FORD CA029",667,4,671,"[{""station"":""620"",""ok"":717,""nok"":1},{""station"":""730"",""ok"":727,""nok"":0},{""station"":""731"",""ok"":726,""nok"":2},{""station"":""750"",""ok"":726,""nok"":0},{""station"":""810"",""ok"":725,""nok"":0},{""station"":""915"",""ok"":724,""nok"":8},{""station"":""940"",""ok"":720,""nok"":0},{""station"":""960"",""ok"":669,""nok"":17},{""station"":""CHW"",""ok"":720,""nok"":9},{""station"":""CCC"",""ok"":718,""nok"":2},{""station"":""MAT"",""ok"":725,""nok"":0},{""station"":""EOL"",""ok"":667,""nok"":0}]"
D10062025S2C1,10/6/2025,15:00:00,2025-10-06T15:00:00,10/6/2025,22:30:00,2025-10-06T22:30:00,"WG REA FORD CA029",1121,674,1111,"[{""station"":""620"",""ok"":1133,""nok"":0},{""station"":""730"",""ok"":1133,""nok"":0},{""station"":""731"",""ok"":1132,""nok"":0},{""station"":""750"",""ok"":1132,""nok"":0},{""station"":""810"",""ok"":1126,""nok"":0},{""station"":""915"",""ok"":1132,""nok"":0},{""station"":""940"",""ok"":1130,""nok"":1},{""station"":""960"",""ok"":1124,""nok"":1},{""station"":""CHW"",""ok"":1137,""nok"":2},{""station"":""CCC"",""ok"":1136,""nok"":1},{""station"":""MAT"",""ok"":1133,""nok"":0},{""station"":""EOL"",""ok"":1121,""nok"":0}]"
D10062025S3C1,10/6/2025,22:30:00,2025-10-06T22:30:00,10/7/2025,07:00:00,2025-10-07T07:00:00,"WG REA FORD CA029",1237,1114,1236,"[{""station"":""620"",""ok"":1300,""nok"":1},{""station"":""730"",""ok"":1304,""nok"":3},{""station"":""731"",""ok"":1304,""nok"":0},{""station"":""750"",""ok"":1301,""nok"":0},{""station"":""810"",""ok"":1279,""nok"":0},{""station"":""915"",""ok"":1296,""nok"":1},{""station"":""940"",""ok"":1279,""nok"":0},{""station"":""960"",""ok"":1272,""nok"":0},{""station"":""CHW"",""ok"":1270,""nok"":3},{""station"":""CCC"",""ok"":1301,""nok"":0},{""station"":""MAT"",""ok"":1272,""nok"":3},{""station"":""EOL"",""ok"":1237,""nok"":0}]"
D10072025S1C1,10/7/2025,07:00:00,2025-10-07T07:00:00,10/7/2025,10:47:03 AM,2025-10-07T10:47:03 AM,"WG REA FORD CA029",530,1239,0,"[{""station"":""620"",""ok"":507,""nok"":0},{""station"":""730"",""ok"":509,""nok"":0},{""station"":""731"",""ok"":510,""nok"":0},{""station"":""750"",""ok"":515,""nok"":0},{""station"":""810"",""ok"":514,""nok"":0},{""station"":""915"",""ok"":520,""nok"":0},{""station"":""940"",""ok"":525,""nok"":1},{""station"":""960"",""ok"":524,""nok"":0},{""station"":""CHW"",""ok"":499,""nok"":5},{""station"":""CCC"",""ok"":504,""nok"":1},{""station"":""MAT"",""ok"":514,""nok"":2},{""station"":""EOL"",""ok"":530,""nok"":0}]"
D10072025S1C2,10/7/2025,10:48:03 AM,2025-10-07T10:48:03 AM,10/7/2025,15:00:00,2025-10-07T15:00:00,"WG REA GM CS022",7,0,7,"[{""station"":""620"",""ok"":52,""nok"":0},{""station"":""730"",""ok"":58,""nok"":0},{""station"":""731"",""ok"":58,""nok"":0},{""station"":""750"",""ok"":46,""nok"":0},{""station"":""810"",""ok"":31,""nok"":0},{""station"":""915"",""ok"":26,""nok"":0},{""station"":""940"",""ok"":20,""nok"":0},{""station"":""960"",""ok"":13,""nok"":0},{""station"":""CHW"",""ok"":60,""nok"":12},{""station"":""CCC"",""ok"":53,""nok"":0},{""station"":""MAT"",""ok"":53,""nok"":0},{""station"":""EOL"",""ok"":7,""nok"":0}]"
D10072025S2C1,10/7/2025,15:00:00,2025-10-07T15:00:00,10/7/2025,22:30:00,2025-10-07T22:30:00,"WG REA GM CS022",611,7,611,"[{""station"":""620"",""ok"":654,""nok"":1},{""station"":""730"",""ok"":659,""nok"":0},{""station"":""731"",""ok"":658,""nok"":0},{""station"":""750"",""ok"":656,""nok"":1},{""station"":""810"",""ok"":664,""nok"":10},{""station"":""915"",""ok"":658,""nok"":0},{""station"":""940"",""ok"":641,""nok"":11},{""station"":""960"",""ok"":639,""nok"":0},{""station"":""CHW"",""ok"":654,""nok"":8},{""station"":""CCC"",""ok"":654,""nok"":1},{""station"":""MAT"",""ok"":651,""nok"":1},{""station"":""EOL"",""ok"":611,""nok"":20}]"
D10072025S3C1,10/7/2025,22:30:00,2025-10-07T22:30:00,10/8/2025,07:00:00,2025-10-08T07:00:00,"WG REA GM CS022",563,614,546,"[{""station"":""620"",""ok"":599,""nok"":0},{""station"":""730"",""ok"":590,""nok"":1},{""station"":""731"",""ok"":590,""nok"":0},{""station"":""750"",""ok"":589,""nok"":0},{""station"":""810"",""ok"":589,""nok"":0},{""station"":""915"",""ok"":599,""nok"":0},{""station"":""940"",""ok"":588,""nok"":5},{""station"":""960"",""ok"":581,""nok"":1},{""station"":""CHW"",""ok"":603,""nok"":14},{""station"":""CCC"",""ok"":599,""nok"":3},{""station"":""MAT"",""ok"":589,""nok"":0},{""station"":""EOL"",""ok"":563,""nok"":17}]"
D10082025S1C1,10/8/2025,07:00:00,2025-10-08T07:00:00,10/8/2025,15:00:00,2025-10-08T15:00:00,"WG REA GM CS022",823,548,820,"[{""station"":""620"",""ok"":827,""nok"":0},{""station"":""730"",""ok"":839,""nok"":10},{""station"":""731"",""ok"":840,""nok"":0},{""station"":""750"",""ok"":839,""nok"":0},{""station"":""810"",""ok"":839,""nok"":1},{""station"":""915"",""ok"":842,""nok"":0},{""station"":""940"",""ok"":841,""nok"":0},{""station"":""960"",""ok"":832,""nok"":3},{""station"":""CHW"",""ok"":832,""nok"":10},{""station"":""CCC"",""ok"":828,""nok"":5},{""station"":""MAT"",""ok"":839,""nok"":0},{""station"":""EOL"",""ok"":823,""nok"":8}]"
D10082025S2C1,10/8/2025,15:00:00,2025-10-08T15:00:00,10/8/2025,9:39:06 PM,2025-10-08T9:39:06 PM,"WG REA GM CS022",934,822,919,"[{""station"":""620"",""ok"":951,""nok"":0},{""station"":""730"",""ok"":955,""nok"":6},{""station"":""731"",""ok"":954,""nok"":2},{""station"":""750"",""ok"":957,""nok"":0},{""station"":""810"",""ok"":957,""nok"":0},{""station"":""915"",""ok"":936,""nok"":1},{""station"":""940"",""ok"":935,""nok"":1},{""station"":""960"",""ok"":930,""nok"":5},{""station"":""CHW"",""ok"":952,""nok"":12},{""station"":""CCC"",""ok"":950,""nok"":1},{""station"":""MAT"",""ok"":956,""nok"":0},{""station"":""EOL"",""ok"":934,""nok"":4}]"
D10082025S2C2,10/8/2025,9:40:06 PM,2025-10-08T9:40:06 PM,10/8/2025,22:30:00,2025-10-08T22:30:00,"WG REA GM CS023",0,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":1,""nok"":0},{""station"":""915"",""ok"":6,""nok"":0},{""station"":""940"",""ok"":2,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10082025S3C1,10/8/2025,22:30:00,2025-10-08T22:30:00,10/9/2025,07:00:00,2025-10-09T07:00:00,"WG REA GM CS023",412,0,412,"[{""station"":""620"",""ok"":430,""nok"":6},{""station"":""730"",""ok"":446,""nok"":0},{""station"":""731"",""ok"":430,""nok"":15},{""station"":""750"",""ok"":428,""nok"":0},{""station"":""810"",""ok"":425,""nok"":0},{""station"":""915"",""ok"":436,""nok"":0},{""station"":""940"",""ok"":436,""nok"":0},{""station"":""960"",""ok"":428,""nok"":0},{""station"":""CHW"",""ok"":442,""nok"":10},{""station"":""CCC"",""ok"":440,""nok"":3},{""station"":""MAT"",""ok"":428,""nok"":0},{""station"":""EOL"",""ok"":412,""nok"":1}]"
D10092025S1C1,10/9/2025,07:00:00,2025-10-09T07:00:00,10/9/2025,15:00:00,2025-10-09T15:00:00,"WG REA GM CS023",1041,415,1039,"[{""station"":""620"",""ok"":1053,""nok"":0},{""station"":""730"",""ok"":1060,""nok"":0},{""station"":""731"",""ok"":1054,""nok"":6},{""station"":""750"",""ok"":1055,""nok"":0},{""station"":""810"",""ok"":1055,""nok"":0},{""station"":""915"",""ok"":1056,""nok"":0},{""station"":""940"",""ok"":1059,""nok"":0},{""station"":""960"",""ok"":1056,""nok"":1},{""station"":""CHW"",""ok"":1052,""nok"":12},{""station"":""CCC"",""ok"":1050,""nok"":1},{""station"":""MAT"",""ok"":1055,""nok"":0},{""station"":""EOL"",""ok"":1041,""nok"":14}]"
D10092025S2C1,10/9/2025,15:00:00,2025-10-09T15:00:00,10/9/2025,22:30:00,2025-10-09T22:30:00,"WG REA GM CS023",854,1039,854,"[{""station"":""620"",""ok"":936,""nok"":0},{""station"":""730"",""ok"":945,""nok"":3},{""station"":""731"",""ok"":941,""nok"":4},{""station"":""750"",""ok"":941,""nok"":0},{""station"":""810"",""ok"":938,""nok"":0},{""station"":""915"",""ok"":919,""nok"":0},{""station"":""940"",""ok"":913,""nok"":0},{""station"":""960"",""ok"":858,""nok"":3},{""station"":""CHW"",""ok"":941,""nok"":4},{""station"":""CCC"",""ok"":935,""nok"":5},{""station"":""MAT"",""ok"":941,""nok"":1},{""station"":""EOL"",""ok"":854,""nok"":3}]"
D10092025S3C1,10/9/2025,22:30:00,2025-10-09T22:30:00,10/10/2025,2:26:07 AM,2025-10-10T2:26:07 AM,"WG REA GM CS023",540,0,0,"[{""station"":""620"",""ok"":506,""nok"":0},{""station"":""730"",""ok"":503,""nok"":3},{""station"":""731"",""ok"":503,""nok"":0},{""station"":""750"",""ok"":507,""nok"":0},{""station"":""810"",""ok"":507,""nok"":0},{""station"":""915"",""ok"":527,""nok"":0},{""station"":""940"",""ok"":535,""nok"":0},{""station"":""960"",""ok"":537,""nok"":0},{""station"":""CHW"",""ok"":499,""nok"":6},{""station"":""CCC"",""ok"":505,""nok"":1},{""station"":""MAT"",""ok"":507,""nok"":1},{""station"":""EOL"",""ok"":540,""nok"":2}]"
D10092025S3C2,10/10/2025,2:27:07 AM,2025-10-10T2:27:07 AM,10/10/2025,3:32:07 AM,2025-10-10T3:32:07 AM,"WG REA GM CS023 REWORK NO BRANSON",92,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":108,""nok"":10},{""station"":""960"",""ok"":101,""nok"":3},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":92,""nok"":8}]"
D10092025S3C3,10/10/2025,3:33:07 AM,2025-10-10T3:33:07 AM,10/10/2025,4:50:07 AM,2025-10-10T4:50:07 AM,"WG REA GM CS023 REWORK EOL",38,0,0,"[{""station"":""620"",""ok"":0,""nok"":0},{""station"":""730"",""ok"":0,""nok"":0},{""station"":""731"",""ok"":0,""nok"":0},{""station"":""750"",""ok"":0,""nok"":0},{""station"":""810"",""ok"":0,""nok"":0},{""station"":""915"",""ok"":0,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":0,""nok"":0},{""station"":""CCC"",""ok"":0,""nok"":0},{""station"":""MAT"",""ok"":0,""nok"":0},{""station"":""EOL"",""ok"":38,""nok"":9}]"
D10092025S3C4,10/10/2025,4:51:07 AM,2025-10-10T4:51:07 AM,10/10/2025,07:00:00,2025-10-10T07:00:00,"WG REA FORD CA029",0,0,0,"[{""station"":""620"",""ok"":32,""nok"":0},{""station"":""730"",""ok"":37,""nok"":0},{""station"":""731"",""ok"":37,""nok"":0},{""station"":""750"",""ok"":27,""nok"":0},{""station"":""810"",""ok"":17,""nok"":0},{""station"":""915"",""ok"":5,""nok"":0},{""station"":""940"",""ok"":0,""nok"":0},{""station"":""960"",""ok"":0,""nok"":0},{""station"":""CHW"",""ok"":41,""nok"":0},{""station"":""CCC"",""ok"":33,""nok"":1},{""station"":""MAT"",""ok"":31,""nok"":1},{""station"":""EOL"",""ok"":0,""nok"":0}]"
D10102025S1C1,10/10/2025,07:00:00,2025-10-10T07:00:00,10/10/2025,15:00:00,2025-10-10T15:00:00,"WG REA FORD CA029",554,0,554,"[{""station"":""620"",""ok"":555,""nok"":1},{""station"":""730"",""ok"":554,""nok"":6},{""station"":""731"",""ok"":553,""nok"":0},{""station"":""750"",""ok"":555,""nok"":0},{""station"":""810"",""ok"":562,""nok"":0},{""station"":""915"",""ok"":571,""nok"":0},{""station"":""940"",""ok"":569,""nok"":3},{""station"":""960"",""ok"":560,""nok"":1},{""station"":""CHW"",""ok"":562,""nok"":19},{""station"":""CCC"",""ok"":558,""nok"":5},{""station"":""MAT"",""ok"":553,""nok"":0},{""station"":""EOL"",""ok"":554,""nok"":0}]"
